"SUID","BRENDA ID","CAZY Name","Class","Description","EC","Family","Gene Name","Genus","GO Term","HMP Body Site","HMP Oxygen","InterPro (Domain)","InterPro (Family)","InterPro (Homologous Superfamily)","InterPro (Other)","KEGG ID","Kingdom","name","NCBI IDs","Order","Organism","P01 gDNA","PATRIC ID","PDB","PFAM","Phylum","selected","Sequence Length","Sequence Source","shared name","Species","STRING ID","Superkingdom","Swissprot Description","Taxonomy ID","UniProt Annotation Status"
"2351879","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","EGW55_04755","Enterococcus","None","Skin|Not Specified","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3N3P7G5","GI:985479096|GI:488260280|EMBL-CDS:ROY15894.1","Lactobacillales","Enterococcus faecium ","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A3N3P7G5","Enterococcus faecium","None","Bacteria","NA","1352","TrEMBL"
"2351880","None","None","Gammaproteobacteria","Glycosyl hydrolase| family 88 ","3.2.1.- {ECO:0000313|EMBL:EFE08245.1}","Enterobacteriaceae","CIT292_08115","Citrobacter","0016798 hydrolase activity  acting on glycosyl bonds","Gastrointestinal tract","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","D4BCA9","GI:291070136|GI:493736266|EMBL-CDS:EFE08245.1|REFSEQ:WP_006685470.1","Enterobacterales","Citrobacter youngae ATCC 29220.","False","None","None","PF07470","Proteobacteria","false","396","BLASTHIT","D4BCA9","Citrobacter youngae ATCC 29220","500640.CIT292_08115","Bacteria","NA","500640","TrEMBL"
"2351881","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","CWN68_16455","Klebsiella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","H3N549","GI:376396857|GI:490228795|EMBL-CDS:EHT09494.1|EMBL-CDS:PLL96467.1|REFSEQ:WP_004127142.1","Enterobacterales","Klebsiella michiganensis.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","H3N549","Klebsiella michiganensis","None","Bacteria","NA","1134687","TrEMBL"
"2351882","None","None","Bacilli","Putative unsaturated glucuronyl hydrolase ","None","Enterococcaceae","D357_02071","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","S4E7C2","GI:514544112|GI:488260280|EMBL-CDS:EPI08491.1|REFSEQ:WP_002331488.1","Lactobacillales","Enterococcus faecium SD3B-2.","False","fig|1244155.4.peg.1969","None","PF07470","Firmicutes","false","383","BLASTHIT","S4E7C2","Enterococcus faecium SD3B-2","None","Bacteria","NA","1244155","TrEMBL"
"2351883","None","None","Clostridia","Glycosyl hydrolase family protein ","3.2.1.179 {ECO:0000313|EMBL:CUQ56604.1}","Clostridiaceae","ERS852528_05490","Hungatella","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A174XAV0","EMBL-CDS:CUQ56604.1","Clostridiales","Hungatella hathewayi.","False","None","None","PF07470","Firmicutes","false","404","BLASTHIT","A0A174XAV0","Hungatella hathewayi","None","Bacteria","NA","154046","TrEMBL"
"2351884","None","None","Clostridia","Unsaturated chondroitin disaccharide hydrolase ","None","Lachnospiraceae","SAMN02910292_02122","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1G5H4X7","EMBL-CDS:SCY58579.1","Clostridiales","Lachnospiraceae bacterium XBB2008.","False","None","None","PF07470","Firmicutes","false","407","BLASTHIT","A0A1G5H4X7","Lachnospiraceae bacterium XBB2008","None","Bacteria","NA","1520826","TrEMBL"
"2351885","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Enterococcaceae","SAMN05216513_11652","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1G9FRZ8","GI:1124236309|EMBL-CDS:SDK91170.1|REFSEQ:WP_074536652.1","Lactobacillales","Enterococcus casseliflavus ","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A1G9FRZ8","Enterococcus casseliflavus","None","Bacteria","NA","37734","TrEMBL"
"2351886","None","None","Bacilli","Uncharacterized protein ","None","Enterococcaceae","RV14_GL002223","Enterococcus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1L8WNP1","GI:1106624731|GI:1105349200|EMBL-CDS:OJG82648.1|REFSEQ:WP_071855218.1","Lactobacillales","Enterococcus ratti.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A1L8WNP1","Enterococcus ratti","None","Bacteria","NA","150033","TrEMBL"
"2351887","None","None","Bacilli","Uncharacterized protein ","None","Enterococcaceae","RV17_GL000765","Enterococcus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1L8XLL2","GI:1106902773|GI:1105361137|EMBL-CDS:OJG94113.1|REFSEQ:WP_071869170.1","Lactobacillales","Enterococcus thailandicus.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A1L8XLL2","Enterococcus thailandicus","None","Bacteria","NA","417368","TrEMBL"
"2351888","None","None","Clostridia","Glucoronyl hydrolase ","None","Ruminococcaceae","B5F36_13435","Anaerofilum","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4H5Y1","GI:1198617243|EMBL-CDS:OUP00751.1","Clostridiales","Anaerofilum sp. An201.","False","None","None","PF07470","Firmicutes","false","400","BLASTHIT","A0A1Y4H5Y1","Anaerofilum sp. An201","None","Bacteria","NA","1965588","TrEMBL"
"2351889","None","None","Clostridia","Glucoronyl hydrolase ","None","Ruminococcaceae","B5F27_03815","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4JEQ6","GI:1198646899|EMBL-CDS:OUP29299.1","Clostridiales","Faecalibacterium sp. An192.","False","None","None","PF07470","Firmicutes","false","380","BLASTHIT","A0A1Y4JEQ6","Faecalibacterium sp. An192","None","Bacteria","NA","1965581","TrEMBL"
"2351890","None","None","Bacilli","Uncharacterized protein ","None","Paenibacillaceae","B1748_25190","Paenibacillus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y5K180","GI:1199883440|EMBL-CDS:OUS72155.1","Bacillales","Paenibacillus sp. MY03.","False","None","None","PF07470","Firmicutes","false","395","BLASTHIT","A0A1Y5K180","Paenibacillus sp. MY03","None","Bacteria","NA","302980","TrEMBL"
"2351891","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5878_000258","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242CZJ8","GI:1192838140|EMBL-CDS:OTO15691.1","Lactobacillales","Enterococcus sp. 3G6_DIV0642.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A242CZJ8","Enterococcus sp. 3G6_DIV0642","None","Bacteria","NA","1834177","TrEMBL"
"2351892","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Hyphomonadaceae","COA47_16705","Robiginitomaculum","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2G2FWB9","EMBL-CDS:PHR53592.1","Rhodobacterales","Robiginitomaculum sp.","False","None","None","PF07470","Proteobacteria","false","391","BLASTHIT","A0A2G2FWB9","Robiginitomaculum sp.","None","Bacteria","NA","2030823","TrEMBL"
"2351893","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","None","Enterococcaceae","DAT561_1486","Melissococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2Z5Y4D1","GI:505733424|EMBL-CDS:BBC61583.1","Lactobacillales","Melissococcus plutonius.","False","None","None","PF07470","Firmicutes","false","380","BLASTHIT","A0A2Z5Y4D1","Melissococcus plutonius","None","Bacteria","NA","33970","TrEMBL"
"2351894","None","None","Clostridia","Glucuronyl hydrolase ","None","Lachnospiraceae","DW667_06460","Coprococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A372UBA2","GI:496263380|EMBL-CDS:RGC75091.1|REFSEQ:WP_008976765.1","Clostridiales","Coprococcus sp. AM25-15LB.","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","A0A372UBA2","Coprococcus sp. AM25-15LB","None","Bacteria","NA","2302944","TrEMBL"
"2351895","None","None","NA","Glucuronyl hydrolase ","None","NA","DXA10_07950","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A373Q6Q6","EMBL-CDS:RGF94913.1","NA","Firmicutes bacterium AM55-24TS.","False","None","None","PF07470","Firmicutes","false","370","BLASTHIT","A0A373Q6Q6","Firmicutes bacterium AM55-24TS","None","Bacteria","NA","2292896","TrEMBL"
"2351896","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:STP32538.1}","Enterococcaceae","NCTC12362_00212","Enterococcus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A377KQW3","EMBL-CDS:STP32538.1","Lactobacillales","Enterococcus casseliflavus ","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A377KQW3","Enterococcus casseliflavus","None","Bacteria","NA","37734","TrEMBL"
"2351897","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:STQ29517.1}","Enterococcaceae","NCTC12361_00173","Enterococcus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A377MHR5","GI:985493634|GI:1105296672|EMBL-CDS:STQ29517.1|REFSEQ:WP_060791607.1","Lactobacillales","Enterococcus casseliflavus ","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A377MHR5","Enterococcus casseliflavus","None","Bacteria","NA","37734","TrEMBL"
"2351898","None","None","Clostridia","Glucuronyl hydrolase ","None","Lachnospiraceae","DW686_05115","Coprococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3A6F3T7","GI:496263380|EMBL-CDS:RJW08971.1|REFSEQ:WP_008976765.1","Clostridiales","Coprococcus sp. AM25-4LB.","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","A0A3A6F3T7","Coprococcus sp. AM25-4LB","None","Bacteria","NA","2302945","TrEMBL"
"2351899","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","D3P09_09565","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3A6PF94","EMBL-CDS:RJX39647.1","Bacillales","Paenibacillus pinisoli.","False","None","None","PF07470","Firmicutes","false","403","BLASTHIT","A0A3A6PF94","Paenibacillus pinisoli","None","Bacteria","NA","1276110","TrEMBL"
"2351900","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","EA467_00295","Enterococcus","None","Skin|Not Specified","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3G3ITS9","GI:1509396069|GI:844738572|EMBL-CDS:AYQ59220.1","Lactobacillales","Enterococcus faecium ","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A3G3ITS9","Enterococcus faecium","None","Bacteria","NA","1352","TrEMBL"
"2351901","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","EGW33_13105","Enterococcus","None","Skin|Not Specified","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3N3KU47","EMBL-CDS:ROX74290.1","Lactobacillales","Enterococcus faecium ","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A3N3KU47","Enterococcus faecium","None","Bacteria","NA","1352","TrEMBL"
"2351902","None","None","Bacilli","Uncharacterized protein ","None","Enterococcaceae","EFSG_00546","Enterococcus","0003824 catalytic activity","Gastrointestinal tract","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","C9BEF5","GI:257823048|GI:488237587|EMBL-CDS:EEV49980.1|REFSEQ:WP_002308795.1","Lactobacillales","Enterococcus faecium 1,141,733.","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","C9BEF5","Enterococcus faecium 1,141,733","None","Bacteria","NA","565659","TrEMBL"
"2351903","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","None","Enterococcaceae","ECAG_01549","Enterococcus","0016787 hydrolase activity","Not Specified","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","C9CLD5","GI:257807166|GI:491368884|EMBL-CDS:EEV35988.1|REFSEQ:WP_005226782.1","Lactobacillales","Enterococcus casseliflavus  (strain EC10)","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","C9CLD5","Enterococcus casseliflavus EC10","None","Bacteria","NA","565654","TrEMBL"
"2351904","None","None","Clostridia","Uncharacterized protein ","None","Lachnospiraceae","HMPREF0490_02004","NA","0003824 catalytic activity","Gastrointestinal tract","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","E9RX17","GI:496263380|GI:325471161|EMBL-CDS:EGC74387.1|REFSEQ:WP_008976765.1","Clostridiales","Lachnospiraceae bacterium 6_1_37FAA.","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","E9RX17","Lachnospiraceae bacterium 6_1_37FAA","None","Bacteria","NA","658656","TrEMBL"
"2351905","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","3.2.1.- {ECO:0000313|EMBL:BAL62699.1}","Enterococcaceae","MPD5_1496","Melissococcus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","mpx:MPD5_1496","NA","H5T6A6","GI:376318912|GI:505733424|EMBL-CDS:BAL62699.1|REFSEQ:WP_015695387.1","Lactobacillales","Melissococcus plutonius  (strain DAT561)","False","None","None","PF07470","Firmicutes","false","380","BLASTHIT","H5T6A6","Melissococcus plutonius DAT561","None","Bacteria","NA","1090974","TrEMBL"
"2351906","None","None","Clostridia","Uncharacterized protein ","None","Lachnospiraceae","HMPREF1216_01804","Coprococcus","0003824 catalytic activity","Gastrointestinal tract","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","S2YFJ7","GI:512063568|GI:512526751|EMBL-CDS:EPD63001.1|REFSEQ:WP_016441053.1","Clostridiales","Coprococcus sp. HPP0048.","False","fig|1078091.3.peg.1828","None","PF07470","Firmicutes","false","379","BLASTHIT","S2YFJ7","Coprococcus sp. HPP0048","None","Bacteria","NA","1078091","TrEMBL"
"2351907","None","None","Bacilli","Putative unsaturated glucuronyl hydrolase ","None","Enterococcaceae","D931_00475","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","T2NTB7","GI:514501785|EMBL-CDS:EPH67736.1","Lactobacillales","Enterococcus faecium 13.SD.W.09.","False","fig|1259824.4.peg.427","None","PF07470","Firmicutes","false","387","BLASTHIT","T2NTB7","Enterococcus faecium 13.SD.W.09","None","Bacteria","NA","1259824","TrEMBL"
"2351908","None","None","Betaproteobacteria","Glucuronyl hydrolase ","None","Oxalobacteraceae","ASC94_13470","Massilia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0Q7FCZ2","GI:947734251|GI:945638907|EMBL-CDS:KQW93614.1|REFSEQ:WP_056396391.1","Burkholderiales","Massilia sp. Root418.","False","None","None","PF07470","Proteobacteria","false","399","BLASTHIT","A0A0Q7FCZ2","Massilia sp. Root418","None","Bacteria","NA","1736532","TrEMBL"
"2351909","None","None","Bacilli","Glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:COG94886.1}","Streptococcaceae","ERS020726_02131","Streptococcus","0016798 hydrolase activity  acting on glycosyl bonds","Skin|Not Specified|Oral","Anaerobe,Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0U0HBP6","EMBL-CDS:COG94886.1","Lactobacillales","Streptococcus pneumoniae.","False","None","None","PF07470","Firmicutes","false","247","BLASTHIT","A0A0U0HBP6","Streptococcus pneumoniae","None","Bacteria","NA","1313","TrEMBL"
"2351910","None","None","Gammaproteobacteria","Unsaturated chondroitin disaccharide hydrolase ","None","Enterobacteriaceae","GA0061071_11498","Kosakonia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1C4DUK2","EMBL-CDS:SCC35048.1","Enterobacterales","Kosakonia oryzendophytica.","False","None","None","PF07470","Proteobacteria","false","396","BLASTHIT","A0A1C4DUK2","Kosakonia oryzendophytica","None","Bacteria","NA","1005665","TrEMBL"
"2351911","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","BJF93_20000","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Q9AYT2","GI:1129133409|GI:1130460451|EMBL-CDS:OLP60607.1|REFSEQ:WP_075627113.1","Rhizobiales","Rhizobium oryzae.","False","None","None","PF07470","Proteobacteria","false","393","BLASTHIT","A0A1Q9AYT2","Rhizobium oryzae","None","Bacteria","NA","464029","TrEMBL"
"2351912","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5802_002183","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242L2U6","GI:1297866366|GI:1106879706|GI:1192951366|EMBL-CDS:AUB53657.1|EMBL-CDS:OTP28441.1|REFSEQ:WP_071866443.1","Lactobacillales","Enterococcus mundtii.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A242L2U6","Enterococcus mundtii","None","Bacteria","NA","53346","TrEMBL"
"2351913","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","RU85_GL000977","Lactococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2A5RLE3","GI:754858105|EMBL-CDS:PCS00070.1|REFSEQ:WP_042218786.1","Lactobacillales","Lactococcus garvieae.","False","None","None","PF07470","Firmicutes","false","384","BLASTHIT","A0A2A5RLE3","Lactococcus garvieae","None","Bacteria","NA","1363","TrEMBL"
"2351914","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Erwiniaceae","A6J33_000800","Pantoea","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2J9EQJ8","EMBL-CDS:PNK70078.1","Enterobacterales","Pantoea sp. FDAARGOS_194.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A2J9EQJ8","Pantoea sp. FDAARGOS_194","None","Bacteria","NA","1975707","TrEMBL"
"2351915","None","None","Gammaproteobacteria","Glycosyl hydrolase ","None","Enterobacteriaceae","MRY16398_55680","Metakosakonia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A348DLZ5","EMBL-CDS:BBE80512.1","Enterobacterales","Metakosakonia sp. MRY16-398.","False","None","None","PF07470","Proteobacteria","false","391","BLASTHIT","A0A348DLZ5","Metakosakonia sp. MRY16-398","None","Bacteria","NA","2487150","TrEMBL"
"2351916","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","CKY17_14120","Enterococcus","0016787 hydrolase activity","Skin|Not Specified","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3F3JKC2","EMBL-CDS:PCE10819.1","Lactobacillales","Enterococcus faecium ","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A3F3JKC2","Enterococcus faecium","None","Bacteria","NA","1352","TrEMBL"
"2351917","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","UAM_01514","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","R2PI52","GI:486850875|GI:498442967|GI:508236270|EMBL-CDS:EOH84087.1|REFSEQ:WP_010748600.1","Lactobacillales","Enterococcus casseliflavus ATCC 49996.","False","fig|1158603.3.peg.1516","None","PF07470","Firmicutes","false","387","BLASTHIT","R2PI52","Enterococcus casseliflavus ATCC 49996","None","Bacteria","NA","1158603","TrEMBL"
"2351918","None","None","Clostridia","Glucuronyl hydrolase ","None","Clostridiaceae","BN544_03041","Clostridium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","R5T4X9","EMBL-CDS:CCZ60568.1","Clostridiales","Clostridium hathewayi CAG:224.","False","None","None","PF07470","Firmicutes","false","404","BLASTHIT","R5T4X9","Clostridium hathewayi CAG:224","None","Bacteria","NA","1263067","TrEMBL"
"2351919","None","None","Bacilli","Putative unsaturated glucuronyl hydrolase ","None","Enterococcaceae","D932_01220","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","S4C811","GI:514498991|GI:514877088|EMBL-CDS:EPH64981.1|REFSEQ:WP_016609128.1","Lactobacillales","Enterococcus casseliflavus 14-MB-W-14.","False","fig|1259825.4.peg.1155","None","PF07470","Firmicutes","false","387","BLASTHIT","S4C811","Enterococcus casseliflavus 14-MB-W-14","None","Bacteria","NA","1259825","TrEMBL"
"2351920","None","None","Bacilli","Glucuronyl hydrolase ","None","Streptococcaceae","N568_0102070","Lactococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","V8ASH6","GI:564705320|EMBL-CDS:ETD05497.1","Lactobacillales","Lactococcus garvieae TRF1.","False","fig|1380772.3.peg.408","None","PF07470","Firmicutes","false","384","BLASTHIT","V8ASH6","Lactococcus garvieae TRF1","None","Bacteria","NA","1380772","TrEMBL"
"2351921","None","None","Betaproteobacteria","Glucuronyl hydrolase ","None","Oxalobacteraceae","ASD15_23500","Massilia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0Q6WSX5","GI:950029131|GI:945535026|EMBL-CDS:KQV90284.1","Burkholderiales","Massilia sp. Root351.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A0Q6WSX5","Massilia sp. Root351","None","Bacteria","NA","1736522","TrEMBL"
"2351922","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","AWI28_02850","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0X4ERU8","GI:976152914|EMBL-CDS:KUQ84415.1|REFSEQ:WP_059311109.1","Enterobacterales","Enterobacter genomosp. O.","False","None","None","PF07470","Proteobacteria","false","396","BLASTHIT","A0A0X4ERU8","Enterobacter genomosp. O","None","Bacteria","NA","2364150","TrEMBL"
"2351923","None","None","Clostridia","Glycosyl hydrolase family protein ","3.2.1.179 {ECO:0000313|EMBL:CUN39832.1}","Clostridiaceae","ERS852407_00060","Hungatella","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A173WK37","GI:944163542|EMBL-CDS:CUN39832.1|REFSEQ:WP_055652544.1","Clostridiales","Hungatella hathewayi.","False","None","None","PF07470","Firmicutes","false","414","BLASTHIT","A0A173WK37","Hungatella hathewayi","None","Bacteria","NA","154046","TrEMBL"
"2351924","None","None","Alphaproteobacteria","Glucoronyl hydrolase ","None","Rhizobiaceae","BJF91_14215","Rhizobium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Q9A785","GI:1130446611|GI:1129122378|EMBL-CDS:OLP50445.1|REFSEQ:WP_075614337.1","Rhizobiales","Rhizobium taibaishanense.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A1Q9A785","Rhizobium taibaishanense","None","Bacteria","NA","887144","TrEMBL"
"2351925","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","BTN92_13700","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1V2UCU1","GI:1012372992|GI:1143518232|EMBL-CDS:ONN41119.1|REFSEQ:WP_062806152.1","Lactobacillales","Enterococcus mundtii.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A1V2UCU1","Enterococcus mundtii","None","Bacteria","NA","53346","TrEMBL"
"2351926","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5883_002874","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242BVW9","GI:1192824447|EMBL-CDS:OTO02047.1","Lactobacillales","Enterococcus sp. 5B3_DIV0040.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A242BVW9","Enterococcus sp. 5B3_DIV0040","None","Bacteria","NA","1834182","TrEMBL"
"2351927","None","None","Gammaproteobacteria","Putative glucuronyl hydrolase ","None","Enterobacteriaceae","CIWKM_07_00440","Citrobacter","0016787 hydrolase activity","Blood","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A090UNI5","GI:754952515|EMBL-CDS:GAL44202.1|REFSEQ:WP_042308679.1","Enterobacterales","Citrobacter werkmanii NBRC 105721.","False","None","None","PF07470","Proteobacteria","false","400","BLASTHIT","A0A090UNI5","Citrobacter werkmanii NBRC 105721","None","Bacteria","NA","1114921","TrEMBL"
"2351928","None","None","Actinobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:CPW54788.1}","Mycobacteriaceae","ERS075544_06903","Mycobacteroides","0016798 hydrolase activity  acting on glycosyl bonds","Skin","Aerobe","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0U1AZD8","EMBL-CDS:CPW54788.1","Corynebacteriales","Mycobacteroides abscessus.","False","None","None","PF07470","Actinobacteria","false","387","BLASTHIT","A0A0U1AZD8","Mycobacteroides abscessus","None","Bacteria","NA","36809","TrEMBL"
"2351929","None","None","Gammaproteobacteria","Unsaturated chondroitin disaccharide hydrolase ","None","Enterobacteriaceae","NGUA41_01343","Salmonella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A100VAV7","GI:754952515|EMBL-CDS:GAS76492.1|REFSEQ:WP_042308679.1","Enterobacterales","Salmonella enterica ","False","None","None","PF07470","Proteobacteria","false","400","BLASTHIT","A0A100VAV7","Salmonella enterica","None","Bacteria","NA","28901","TrEMBL"
"2351930","None","None","Gammaproteobacteria","Glycosyl hydrolase| family 88 ","None","Enterobacteriaceae","AKI40_0728","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","enf:AKI40_0728","NA","A0A127KXZ7","GI:1004037603|GI:1003368361|EMBL-CDS:AMO47151.1|REFSEQ:WP_061493130.1","Enterobacterales","Enterobacter sp. FY-07.","False","fig|1692238.3.peg.727","None","PF07470","Proteobacteria","false","396","BLASTHIT","A0A127KXZ7","Enterobacter sp. FY-07","None","Bacteria","NA","1692238","TrEMBL"
"2351931","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A6E74_04835","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A179ES23","GI:1055940302|GI:1032807652|EMBL-CDS:OAQ56048.1|REFSEQ:WP_067482735.1","Lactobacillales","Enterococcus thailandicus.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A179ES23","Enterococcus thailandicus","None","Bacteria","NA","417368","TrEMBL"
